DrugID	drugname	code	level	l1	l2	l3	l4
DB06612	Mepolizumab	R03DX09	respiratory system;drugs for obstructive airway diseases;other systemic drugs for obstructive airway diseases;other systemic drugs for obstructive airway diseases	respiratory system	drugs for obstructive airway diseases	other systemic drugs for obstructive airway diseases	other systemic drugs for obstructive airway diseases
DB06614	Peramivir	J05AH03	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;neuraminidase inhibitors	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	neuraminidase inhibitors
DB06616	Bosutinib	L01XE14	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB06618	Cutamesine	NA	NA	NA	NA	NA	NA
DB06619	Amdoxovir	NA	NA	NA	NA	NA	NA
DB06620	Aplindore	NA	NA	NA	NA	NA	NA
DB06622	7-beta-Hydroxyepiandrosterone	NA	NA	NA	NA	NA	NA
DB06623	Flupirtine	N02BG07	nervous system;analgesics;other analgesics and antipyretics;other analgesics and antipyretics	nervous system	analgesics	other analgesics and antipyretics	other analgesics and antipyretics
DB06624	Taranabant	NA	NA	NA	NA	NA	NA
DB06625	Vipadenant	NA	NA	NA	NA	NA	NA
DB06626	Axitinib	L01XE17	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB06629	Zibotentan	NA	NA	NA	NA	NA	NA
DB06630	Anacetrapib	NA	NA	NA	NA	NA	NA
DB06633	N-chlorotaurine	NA	NA	NA	NA	NA	NA
DB06634	Casopitant	A04AD13	alimentary tract and metabolism;antiemetics and antinauseants;antiemetics and antinauseants;other antiemetics	alimentary tract and metabolism	antiemetics and antinauseants	antiemetics and antinauseants	other antiemetics
DB06635	Otamixaban	NA	NA	NA	NA	NA	NA
DB06636	Isavuconazonium	NA	NA	NA	NA	NA	NA
DB06637	Dalfampridine	N07XX07	nervous system;other nervous system drugs;other nervous system drugs;other nervous system drugs	nervous system	other nervous system drugs	other nervous system drugs	other nervous system drugs
DB06638	Quarfloxin	NA	NA	NA	NA	NA	NA
DB06640	Fispemifene	NA	NA	NA	NA	NA	NA
DB06641	Perifosine	NA	NA	NA	NA	NA	NA
DB06642	Bevasiranib	NA	NA	NA	NA	NA	NA
DB06643	Denosumab	M05BX04	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;other drugs affecting bone structure and mineralization	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	other drugs affecting bone structure and mineralization
DB06645	Anamorelin	NA	NA	NA	NA	NA	NA
DB06647	Volociximab	NA	NA	NA	NA	NA	NA
DB06649	Priralfinamide	NA	NA	NA	NA	NA	NA
DB06650	Ofatumumab	L01XC10	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;monoclonal antibodies	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	monoclonal antibodies
DB06651	DiaPep 277	NA	NA	NA	NA	NA	NA
DB06652	Vicriviroc	NA	NA	NA	NA	NA	NA
DB06654	Safinamide	N04BD03	nervous system;anti-parkinson drugs;dopaminergic agents;monoamine oxidase b inhibitors	nervous system	anti-parkinson drugs	dopaminergic agents	monoamine oxidase b inhibitors
DB06655	Liraglutide	A10AE56	alimentary tract and metabolism;drugs used in diabetes;insulins and analogues;insulins and analogues for injection, long-acting	alimentary tract and metabolism	drugs used in diabetes	insulins and analogues	insulins and analogues for injection, long-acting
DB06655	Liraglutide	A10BJ02	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;glucagon-like peptide-1 (glp-1) analogues	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	glucagon-like peptide-1 (glp-1) analogues
DB06656	TAS-106	NA	NA	NA	NA	NA	NA
DB06657	Valrocemide	NA	NA	NA	NA	NA	NA
DB06659	Rostaporfin	NA	NA	NA	NA	NA	NA
DB06660	Saredutant	NA	NA	NA	NA	NA	NA
DB06662	Abetimus	L04AA22	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;selective immunosuppressants	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	selective immunosuppressants
DB06663	Pasireotide	H01CB05	systemic hormonal preparations, excl. sex hormones and insulins;pituitary and hypothalamic hormones and analogues;hypothalamic hormones;somatostatin and analogues	systemic hormonal preparations, excl. sex hormones and insulins	pituitary and hypothalamic hormones and analogues	hypothalamic hormones	somatostatin and analogues
DB06666	Lixivaptan	NA	NA	NA	NA	NA	NA
DB06669	Arverapamil	NA	NA	NA	NA	NA	NA
DB06670	Odanacatib	NA	NA	NA	NA	NA	NA
DB06673	Almorexant	NA	NA	NA	NA	NA	NA
DB06674	Golimumab	L04AB06	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;tumor necrosis factor alpha (tnf-α) inhibitors	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	tumor necrosis factor alpha (tnf-α) inhibitors
DB06677	Clazosentan	NA	NA	NA	NA	NA	NA
DB06678	Esmirtazapine	NA	NA	NA	NA	NA	NA
DB06679	Amediplase	NA	NA	NA	NA	NA	NA
DB06680	Asoprisnil	NA	NA	NA	NA	NA	NA
DB06681	Belatacept	L04AA28	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;selective immunosuppressants	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	selective immunosuppressants
DB06682	Naproxcinod	M01AE18	musculo-skeletal system;antiinflammatory and antirheumatic products;antiinflammatory and antirheumatic products, non-steroids;propionic acid derivatives	musculo-skeletal system	antiinflammatory and antirheumatic products	antiinflammatory and antirheumatic products, non-steroids	propionic acid derivatives
DB06683	Clevudine	J05AF12	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;nucleoside and nucleotide reverse transcriptase inhibitors	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	nucleoside and nucleotide reverse transcriptase inhibitors
DB06684	Vilazodone	N06AX24	nervous system;psychoanaleptics;antidepressants;other antidepressants	nervous system	psychoanaleptics	antidepressants	other antidepressants
DB06685	Laquinimod	N07XX10	nervous system;other nervous system drugs;other nervous system drugs;other nervous system drugs	nervous system	other nervous system drugs	other nervous system drugs	other nervous system drugs
DB06688	Sipuleucel-T	L03AX17	antineoplastic and immunomodulating agents;immunostimulants;immunostimulants;other immunostimulants	antineoplastic and immunomodulating agents	immunostimulants	immunostimulants	other immunostimulants
DB06689	Ethanolamine oleate	C05BB01	cardiovascular system;vasoprotectives;antivaricose therapy;sclerosing agents for local injection	cardiovascular system	vasoprotectives	antivaricose therapy	sclerosing agents for local injection
DB06690	Nitrous oxide	N01AX13	nervous system;anesthetics;anesthetics, general;other general anesthetics	nervous system	anesthetics	anesthetics, general	other general anesthetics
DB06690	Nitrous oxide	N01AX63	nervous system;anesthetics;anesthetics, general;other general anesthetics	nervous system	anesthetics	anesthetics, general	other general anesthetics
DB06691	Mepyramine	D04AA02	dermatologicals;antipruritics, incl. antihistamines, anesthetics, etc.;antipruritics, incl. antihistamines, anesthetics, etc.;antihistamines for topical use	dermatologicals	antipruritics, incl. antihistamines, anesthetics, etc.	antipruritics, incl. antihistamines, anesthetics, etc.	antihistamines for topical use
DB06691	Mepyramine	R06AC01	respiratory system;antihistamines for systemic use;antihistamines for systemic use;substituted ethylene diamines	respiratory system	antihistamines for systemic use	antihistamines for systemic use	substituted ethylene diamines
DB06692	Aprotinin	B02AB01	blood and blood forming organs;antihemorrhagics;antifibrinolytics;proteinase inhibitors	blood and blood forming organs	antihemorrhagics	antifibrinolytics	proteinase inhibitors
DB06693	Mevastatin	NA	NA	NA	NA	NA	NA
DB06694	Xylometazoline	R01AB06	respiratory system;nasal preparations;decongestants and other nasal preparations for topical use;sympathomimetics, combinations excl. corticosteroids	respiratory system	nasal preparations	decongestants and other nasal preparations for topical use	sympathomimetics, combinations excl. corticosteroids
DB06694	Xylometazoline	R01AA07	respiratory system;nasal preparations;decongestants and other nasal preparations for topical use;sympathomimetics, plain	respiratory system	nasal preparations	decongestants and other nasal preparations for topical use	sympathomimetics, plain
DB06694	Xylometazoline	S01GA53	sensory organs;ophthalmologicals;decongestants and antiallergics;sympathomimetics used as decongestants	sensory organs	ophthalmologicals	decongestants and antiallergics	sympathomimetics used as decongestants
DB06694	Xylometazoline	S01GA03	sensory organs;ophthalmologicals;decongestants and antiallergics;sympathomimetics used as decongestants	sensory organs	ophthalmologicals	decongestants and antiallergics	sympathomimetics used as decongestants
DB06695	Dabigatran etexilate	B01AE07	blood and blood forming organs;antithrombotic agents;antithrombotic agents;direct thrombin inhibitors	blood and blood forming organs	antithrombotic agents	antithrombotic agents	direct thrombin inhibitors
DB06696	Arbekacin	J01GB12	antiinfectives for systemic use;antibacterials for systemic use;aminoglycoside antibacterials;other aminoglycosides	antiinfectives for systemic use	antibacterials for systemic use	aminoglycoside antibacterials	other aminoglycosides
DB06697	Artemether	P01BF01	antiparasitic products, insecticides and repellents;antiprotozoals;antimalarials;artemisinin and derivatives, combinations	antiparasitic products, insecticides and repellents	antiprotozoals	antimalarials	artemisinin and derivatives, combinations
DB06697	Artemether	P01BE02	antiparasitic products, insecticides and repellents;antiprotozoals;antimalarials;artemisinin and derivatives, plain	antiparasitic products, insecticides and repellents	antiprotozoals	antimalarials	artemisinin and derivatives, plain
DB06698	Betahistine	N07CA01	nervous system;other nervous system drugs;antivertigo preparations;antivertigo preparations	nervous system	other nervous system drugs	antivertigo preparations	antivertigo preparations
DB06699	Degarelix	L02BX02	antineoplastic and immunomodulating agents;endocrine therapy;hormone antagonists and related agents;other hormone antagonists and related agents	antineoplastic and immunomodulating agents	endocrine therapy	hormone antagonists and related agents	other hormone antagonists and related agents
DB06700	Desvenlafaxine	N06AX23	nervous system;psychoanaleptics;antidepressants;other antidepressants	nervous system	psychoanaleptics	antidepressants	other antidepressants
DB06701	Dexmethylphenidate	N06BA11	nervous system;psychoanaleptics;psychostimulants, agents used for adhd and nootropics;centrally acting sympathomimetics	nervous system	psychoanaleptics	psychostimulants, agents used for adhd and nootropics	centrally acting sympathomimetics
DB06702	Fesoterodine	G04BD11	genito urinary system and sex hormones;urologicals;urologicals;drugs for urinary frequency and incontinence	genito urinary system and sex hormones	urologicals	urologicals	drugs for urinary frequency and incontinence
DB06703	Gadobutrol	V08CA09	various;contrast media;magnetic resonance imaging contrast media;paramagnetic contrast media	various	contrast media	magnetic resonance imaging contrast media	paramagnetic contrast media
DB06704	Iobenguane	V09IX01	various;diagnostic radiopharmaceuticals;tumour detection;other diagnostic radiopharmaceuticals for tumour detection	various	diagnostic radiopharmaceuticals	tumour detection	other diagnostic radiopharmaceuticals for tumour detection
DB06704	Iobenguane	V09IX02	various;diagnostic radiopharmaceuticals;tumour detection;other diagnostic radiopharmaceuticals for tumour detection	various	diagnostic radiopharmaceuticals	tumour detection	other diagnostic radiopharmaceuticals for tumour detection
DB06704	Iobenguane	V10XA02	various;therapeutic radiopharmaceuticals;other therapeutic radiopharmaceuticals;iodine (131i) compounds	various	therapeutic radiopharmaceuticals	other therapeutic radiopharmaceuticals	iodine (131i) compounds
DB06705	Gadofosveset trisodium	V08CA11	various;contrast media;magnetic resonance imaging contrast media;paramagnetic contrast media	various	contrast media	magnetic resonance imaging contrast media	paramagnetic contrast media
DB06706	Isometheptene	A03AX10	alimentary tract and metabolism;drugs for functional gastrointestinal disorders;drugs for functional gastrointestinal disorders;other drugs for functional gastrointestinal disorders	alimentary tract and metabolism	drugs for functional gastrointestinal disorders	drugs for functional gastrointestinal disorders	other drugs for functional gastrointestinal disorders
DB06707	Levonordefrin	NA	NA	NA	NA	NA	NA
DB06708	Lumefantrine	P01BF01	antiparasitic products, insecticides and repellents;antiprotozoals;antimalarials;artemisinin and derivatives, combinations	antiparasitic products, insecticides and repellents	antiprotozoals	antimalarials	artemisinin and derivatives, combinations
DB06709	Methacholine	V04CX03	various;diagnostic agents;other diagnostic agents;other diagnostic agents	various	diagnostic agents	other diagnostic agents	other diagnostic agents
DB06710	Methyltestosterone	G03BA02	genito urinary system and sex hormones;sex hormones and modulators of the genital system;androgens;3-oxoandrosten (4) derivatives	genito urinary system and sex hormones	sex hormones and modulators of the genital system	androgens	3-oxoandrosten (4) derivatives
DB06710	Methyltestosterone	G03EA01	genito urinary system and sex hormones;sex hormones and modulators of the genital system;androgens and female sex hormones in combination;androgens and estrogens	genito urinary system and sex hormones	sex hormones and modulators of the genital system	androgens and female sex hormones in combination	androgens and estrogens
DB06710	Methyltestosterone	G03EK01	genito urinary system and sex hormones;sex hormones and modulators of the genital system;androgens and female sex hormones in combination;androgens and female sex hormones in combination with other drugs	genito urinary system and sex hormones	sex hormones and modulators of the genital system	androgens and female sex hormones in combination	androgens and female sex hormones in combination with other drugs
DB06711	Naphazoline	R01AB02	respiratory system;nasal preparations;decongestants and other nasal preparations for topical use;sympathomimetics, combinations excl. corticosteroids	respiratory system	nasal preparations	decongestants and other nasal preparations for topical use	sympathomimetics, combinations excl. corticosteroids
DB06711	Naphazoline	S01GA01	sensory organs;ophthalmologicals;decongestants and antiallergics;sympathomimetics used as decongestants	sensory organs	ophthalmologicals	decongestants and antiallergics	sympathomimetics used as decongestants
DB06711	Naphazoline	S01GA51	sensory organs;ophthalmologicals;decongestants and antiallergics;sympathomimetics used as decongestants	sensory organs	ophthalmologicals	decongestants and antiallergics	sympathomimetics used as decongestants
DB06711	Naphazoline	R01AA08	respiratory system;nasal preparations;decongestants and other nasal preparations for topical use;sympathomimetics, plain	respiratory system	nasal preparations	decongestants and other nasal preparations for topical use	sympathomimetics, plain
DB06712	Nilvadipine	C08CA10	cardiovascular system;calcium channel blockers;selective calcium channel blockers with mainly vascular effects;dihydropyridine derivatives	cardiovascular system	calcium channel blockers	selective calcium channel blockers with mainly vascular effects	dihydropyridine derivatives
DB06713	Norelgestromin	G03AA13	genito urinary system and sex hormones;sex hormones and modulators of the genital system;hormonal contraceptives for systemic use;progestogens and estrogens, fixed combinations	genito urinary system and sex hormones	sex hormones and modulators of the genital system	hormonal contraceptives for systemic use	progestogens and estrogens, fixed combinations
DB06714	Propylhexedrine	NA	NA	NA	NA	NA	NA
DB06715	Potassium Iodide	S01XA04	sensory organs;ophthalmologicals;other ophthalmologicals;other ophthalmologicals	sensory organs	ophthalmologicals	other ophthalmologicals	other ophthalmologicals
DB06715	Potassium Iodide	V03AB21	various;all other therapeutic products;all other therapeutic products;antidotes	various	all other therapeutic products	all other therapeutic products	antidotes
DB06715	Potassium Iodide	R05CA02	respiratory system;cough and cold preparations;expectorants, excl. combinations with cough suppressants;expectorants	respiratory system	cough and cold preparations	expectorants, excl. combinations with cough suppressants	expectorants
DB06716	Fospropofol	NA	NA	NA	NA	NA	NA
DB06717	Fosaprepitant	NA	NA	NA	NA	NA	NA
DB06718	Stanozolol	A14AA02	alimentary tract and metabolism;anabolic agents for systemic use;anabolic steroids;androstan derivatives	alimentary tract and metabolism	anabolic agents for systemic use	anabolic steroids	androstan derivatives
DB06719	Buserelin	L02AE01	antineoplastic and immunomodulating agents;endocrine therapy;hormones and related agents;gonadotropin releasing hormone analogues	antineoplastic and immunomodulating agents	endocrine therapy	hormones and related agents	gonadotropin releasing hormone analogues
DB06720	Velaglucerase alfa	A16AB10	alimentary tract and metabolism;other alimentary tract and metabolism products;other alimentary tract and metabolism products;enzymes	alimentary tract and metabolism	other alimentary tract and metabolism products	other alimentary tract and metabolism products	enzymes
DB06721	Gimatecan	NA	NA	NA	NA	NA	NA
DB06723	Aluminum hydroxide	A02AB02	alimentary tract and metabolism;drugs for acid related disorders;antacids;aluminium compounds	alimentary tract and metabolism	drugs for acid related disorders	antacids	aluminium compounds
DB06723	Aluminum hydroxide	A02AB01	alimentary tract and metabolism;drugs for acid related disorders;antacids;aluminium compounds	alimentary tract and metabolism	drugs for acid related disorders	antacids	aluminium compounds
